children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-4347.549016,41,secondary,1,married,0,M,employee,0,4783.11,cars
0,-1801.486282,39,higher,0,civil marriage,1,M,employee,0,1326.06,money for the wedding
0,-1996.583725,68,secondary,1,civil marriage,1,F,employee,0,1610.3,for weddings
0,-7971.627843,48,SECONDARY,1,civil marriage,1,F,civil servant,0,1123.54,property transactions
1,-5244.480764,35,secondary,1,married,0,M,employee,0,1632.29,commercial real estate transactions
0,-928.4696361,36,secondary,1,single,4,M,employee,0,1561.04,real estate purchase
1,-1367.986417,33,higher,0,married,0,F,employee,0,2700.61,used car purchase
1,337530.963,70,secondary,1,married,0,M,retiree,0,667.6,used car purchase
0,-3284.325762,40,secondary,1,married,0,F,employee,0,893.01,real estate transactions
0,399346.6991,61,higher,0,married,0,M,retiree,0,626.87,commercial real estate purchase
3,-1032.435256,40,secondary,1,married,0,M,employee,0,1428.84,education
0,-144.6669176,41,higher,0,married,0,M,employee,0,2649.81,car purchase
1,-3679.311659,49,higher,0,married,0,F,employee,0,1892.88,cars
0,-1302.15147,27,higher,0,married,0,F,companion,0,6926.65,real estate
1,-1267.816425,26,secondary,1,single,4,F,employee,0,1865.55,property transactions
0,340427.0892,64,higher,0,civil marriage,1,M,retiree,0,2170.46,money for the wedding
0,-1749.984027,31,higher,0,married,0,F,companion,1,1139.21,dealing with a used car
1,-2383.908153,32,secondary,1,civil marriage,1,M,employee,0,1265.73,money for the wedding
1,-1777.747037,28,higher,0,married,0,F,employee,0,1896.21,getting additional education
0,329531.9291,51,secondary,1,divorced,3,F,retiree,0,2461.91,further education
2,-5023.119478,36,secondary,1,married,0,M,companion,0,2283.22,car purchase
1,-449.2432748,39,higher,0,single,4,F,employee,0,2330.94,house renovation
0,-1769.680602,21,higher,0,single,4,M,companion,0,4568.19,private real estate development
0,333815.5982,62,higher,0,divorced,3,F,retiree,0,1886.35,commercial real estate purchase
0,-2267.408539,29,secondary,1,married,0,F,employee,0,1416.33,further education
1,-951.0607152,37,SECONDARY,1,married,0,M,employee,0,2536.33,house purchase
0,341334.2675,57,secondary,1,married,0,F,retiree,0,2031.13,specialized education
0,-566.5256645,38,secondary,1,single,4,F,employee,0,1803.19,house renovation
1,-1671.86307,33,secondary,1,married,0,M,employee,0,1849.29,Buying a house to rent
1,-1049.970993,30,higher,0,divorced,3,M,employee,0,2155.81,house renovation
0,364688.9172,68,secondary,1,married,0,F,retiree,0,1037.62,house buying for the family
2,-1880.208303,36,secondary,1,divorced,3,M,employee,0,3312.31,house renovation
1,-360.884102,30,SECONDARY,1,civil marriage,1,F,employee,0,836.76,private real estate development
1,-3877.504466,51,secondary,1,married,0,M,employee,0,1898.74,house purchase
0,355096.4785,72,secondary,1,single,4,F,retiree,0,1387.32,Buying a house to rent
1,-1189.214812,30,secondary,1,single,4,F,companion,0,3620.98,car purchase
0,-4131.972303,46,secondary,1,married,0,F,employee,0,793.07,car
0,-5444.080979,34,secondary,1,married,0,M,employee,0,1380.01,house buying for the family
0,-699.9450467,33,Secondary,1,married,0,F,employee,0,2151.47,property transactions
0,-1521.923874,54,secondary,1,married,0,F,employee,0,1618.64,real estate transactions
0,-3911.530953,40,secondary,1,civil marriage,1,F,employee,0,2299.69,money for the wedding
1,-4634.297495,46,secondary,1,civil marriage,1,F,companion,0,2791.86,cars
1,391338.6131,72,elementary,3,widower/widow,2,F,retiree,0,2514.6,specialized education
1,-411.620746,33,higher,0,civil marriage,1,M,employee,0,1974.51,for weddings
1,-2251.410802,34,secondary,1,married,0,M,companion,0,2618.39,private real estate development
3,-2862.584925,41,secondary,1,married,0,M,employee,0,1607.05,commercial real estate transactions
0,-4483.011766,45,secondary,1,divorced,3,F,companion,0,1166.32,higher education
0,350287.2211,61,secondary,1,divorced,3,F,retiree,0,916.22,real estate transaction
0,-1500.359464,47,HIGHER,0,civil marriage,1,F,civil servant,0,2025.1,wedding
1,-4714.446461,60,secondary,1,civil marriage,1,M,employee,0,2233.48,wedding
0,-1717.742441,43,Secondary,1,married,0,M,employee,0,4419.3,real estate purchase
0,377086.6707,59,higher,0,married,0,F,retiree,0,1379.01,real estate transaction
0,-1390.91,24,incomplete higher,2,married,0,M,civil servant,0,2091.32,own car
2,-1957.462165,39,secondary,1,married,0,M,companion,0,887.09,private real estate development
0,-1160.248618,62,higher,0,widower/widow,2,F,companion,0,4014.56,house purchase
0,391040.2519,60,Secondary,1,married,0,F,retiree,0,721.28,real estate
0,-11094.3668,53,higher,0,married,0,M,companion,0,8768.5,real estate
0,-794.8762305,0,secondary,1,civil marriage,1,F,employee,0,1199.6,money for the wedding
0,346018.8532,63,secondary,1,married,0,F,retiree,0,1495.05,to buy your own car
0,-1239.687134,22,incomplete higher,2,single,4,M,companion,1,3391.32,real estate
0,-612.6015496,33,higher,0,single,4,F,employee,0,3340.81,real estate
0,-3454.894467,41,elementary,3,married,0,M,companion,0,2437.44,car purchase
0,335456.4163,45,incomplete higher,2,civil marriage,1,M,retiree,0,430.83,for weddings
2,-2890.224831,32,secondary,1,married,0,F,civil servant,0,835.8,further education
0,329914.0207,63,secondary,1,married,0,M,retiree,1,1554.73,used car purchase
0,-1035.681468,28,secondary,1,married,0,F,employee,0,2482.83,residential real estate construction
2,-707.1590799,38,secondary,1,civil marriage,1,F,civil servant,0,678.99,real estate construction
1,-910.6106982,32,higher,0,married,0,F,civil servant,0,559.18,pursue higher education
0,-1464.797517,27,secondary,1,single,4,M,employee,0,1773.99,real estate transactions
0,352813.0944,50,secondary,1,married,0,M,retiree,0,809.45,education
0,-422.6961297,29,higher,0,single,4,M,companion,0,3223.79,dealing with a used car
0,-4105.046035,50,secondary,1,married,0,M,companion,0,1175.36,car purchase
2,-337.3822485,40,secondary,1,married,0,M,companion,0,1093.8,higher education
0,-2651.725298,26,secondary,1,married,0,M,companion,0,1818.27,purchase of real estate
1,-7605.104297,53,higher,0,married,0,F,employee,0,2029.09,house purchase
0,-2497.754414,0,secondary,1,married,0,F,employee,1,1142.09,real estate
1,-177.381625,31,higher,0,married,0,F,companion,0,4478.71,motor vehicle deal
3,-2458.352153,30,incomplete higher,2,married,0,F,employee,0,1266.67,commercial real estate purchase
0,-3559.25815,50,secondary,1,married,0,F,civil servant,0,3959.12,real estate purchase
0,337356.0377,62,HIGHER,0,married,0,F,retiree,0,2069.54,to buy your own car
0,-13724.22388,50,higher,0,married,0,F,employee,0,1101.9,residential real estate construction
0,355742.8993,53,secondary,1,single,4,F,retiree,0,6123.29,commercial real estate transactions
0,-2108.529344,42,secondary,1,single,4,F,employee,0,1167.55,car
0,400224.5299,63,secondary,1,single,4,F,retiree,0,1114.57,car purchase
0,-296.251053,36,secondary,1,married,0,M,companion,0,3864.98,housing
0,375752.826,60,SECONDARY,1,civil marriage,1,F,retiree,0,1820.04,house purchase
2,-927.7892712,41,elementary,3,married,0,M,employee,1,1623.42,purchase of real estate
0,-3387.61231,54,higher,0,civil marriage,1,F,companion,0,2145.49,cars
0,-1615.871458,38,secondary,1,civil marriage,1,M,employee,0,1757.01,real estate
0,-133.0413757,45,secondary,1,civil marriage,1,M,employee,0,1606.79,pursue higher education
0,362649.7295,63,secondary,1,married,0,M,retiree,0,1688.28,commercial real estate transactions
1,-3005.31216,36,secondary,1,married,0,M,employee,0,3048.16,house buying for the family
3,-1431.32969,35,elementary,3,civil marriage,1,F,employee,0,1556.26,wedding
0,-2137.301645,35,secondary,1,married,0,F,employee,0,1275.86,real estate transaction
1,-682.0506261,36,secondary,1,married,0,M,employee,0,2494.32,real estate transactions
0,365028.2148,63,secondary,1,married,0,F,retiree,0,2172.68,pursue higher education
2,-462.1796487,42,secondary,1,married,0,F,employee,0,1758.73,house buying for the family
0,-1395.620785,49,elementary,3,civil marriage,1,M,employee,1,1083.44,house buying for the family
20,-2714.161249,59,higher,0,widower/widow,2,F,employee,0,3305.94,commercial real estate transactions
2,-529.4172147,39,secondary,1,married,0,F,employee,0,1360.4,pursue higher education
0,-865.5138043,32,SECONDARY,1,married,0,M,employee,0,1506.63,house purchase
0,-2402.007579,45,secondary,1,married,0,F,companion,0,1432.32,higher education
0,-1504.12681,37,secondary,1,civil marriage,1,M,employee,0,2476.55,money for the wedding
0,-3434.08973,54,secondary,1,single,4,F,employee,0,1107.6,commercial real estate purchase
0,-519.1085266,30,incomplete higher,2,married,0,F,companion,0,1586.54,real estate transactions
1,-1986.712391,35,secondary,1,married,0,F,employee,0,1651.67,getting additional education
0,-128.0386603,25,secondary,1,single,4,F,civil servant,0,2136.33,Buying a house to rent
2,-1066.040399,49,elementary,3,married,0,M,employee,0,456.02,house purchase
0,-2439.085146,26,secondary,1,civil marriage,1,F,companion,0,3157.94,real estate purchase
1,-1199.712025,29,higher,0,divorced,3,F,employee,0,1922.64,higher education
0,,57,Secondary,1,married,0,M,employee,1,,pursue higher education
1,-2399.070647,33,secondary,1,married,0,M,companion,0,3007.78,private real estate development
0,-13343.01065,63,higher,0,civil marriage,1,F,civil servant,0,1647.21,own car
3,-2610.528536,38,secondary,1,married,0,F,employee,0,1329.3,real estate construction
3,-5748.411209,34,secondary,1,married,0,F,employee,0,1594.94,housing
1,-1539.304174,23,secondary,1,single,4,M,employee,0,1446.2,education
3,,34,secondary,1,married,0,M,employee,0,,house renovation
0,340613.1553,64,secondary,1,single,4,F,retiree,0,1549.85,dealing with a used car
0,-2297.635687,27,higher,0,single,4,M,employee,0,3002.03,car purchase
2,-2619.579606,38,secondary,1,married,0,F,companion,0,2153.09,housing
0,-2972.996982,36,secondary,1,married,0,F,employee,0,1247.66,house purchase
2,-2340.785814,27,secondary,1,married,0,F,employee,0,687.68,real estate transactions
0,-635.6438049,52,secondary,1,married,0,M,employee,0,1816.33,house buying for the family
0,-1727.707299,53,Secondary,1,married,0,M,employee,1,1812.39,further education
0,-2154.020904,49,secondary,1,married,0,F,civil servant,0,1212.66,car purchase
3,-1526.265196,39,secondary,1,married,0,F,companion,0,1609.95,education
1,-1384.501285,28,SECONDARY,1,divorced,3,F,employee,0,2744.6,Buying a house to rent
0,-407.070342,62,secondary,1,married,0,F,companion,0,2568.35,commercial real estate purchase
0,-2567.344674,40,higher,0,married,0,F,employee,0,1725.4,commercial real estate transactions
0,-4384.361322,35,secondary,1,married,0,M,companion,0,2891.3,house purchase
1,,23,secondary,1,married,0,F,employee,0,,house purchase
1,-685.9141716,32,higher,0,married,0,F,companion,0,1595.05,higher education
2,-4689.76778,43,secondary,1,married,0,M,employee,1,1913.34,real estate construction
0,,60,secondary,1,married,0,F,retiree,0,,education
1,-2292.805076,37,secondary,1,married,0,F,employee,0,2104.56,higher education
0,-307.9903025,26,higher,0,single,4,F,companion,0,1266.59,residential real estate construction
1,-882.7027418,33,secondary,1,civil marriage,1,M,employee,0,2630.13,house renovation
0,-10059.18069,53,SECONDARY,1,married,0,F,employee,0,1838.46,car
0,-1427.155991,54,secondary,1,civil marriage,1,F,employee,0,857.83,wedding
0,-3173.877089,38,higher,0,married,0,F,companion,0,1265.2,real estate
1,-979.1170706,46,higher,0,married,0,M,companion,0,7432.76,used car purchase
0,-3212.290038,36,secondary,1,single,4,F,employee,0,1982.47,real estate transaction
0,-2279.986189,64,secondary,1,widower/widow,2,F,companion,0,1518.7,house buying for the family
1,-1219.389803,40,secondary,1,married,0,F,companion,1,2117.5,real estate construction
0,-977.3522811,21,incomplete higher,2,single,4,M,companion,0,1320.36,education
0,372861.104,74,secondary,1,married,0,F,retiree,0,536.59,cars
0,399382.504,69,secondary,1,widower/widow,2,F,retiree,0,1438.78,real estate transactions
0,-4950.90901,38,secondary,1,civil marriage,1,M,employee,0,1922.99,money for the wedding
0,-2397.980188,42,higher,0,married,0,F,companion,0,1286.55,private real estate development
1,-3114.148215,36,secondary,1,married,0,M,employee,0,1900.75,real estate purchase
1,-621.7262331,29,higher,0,divorced,3,F,employee,0,1634.82,residential real estate construction
0,395079.7579,54,Secondary,1,civil marriage,1,F,retiree,0,1129.65,for weddings
0,-3041.890171,35,secondary,1,civil marriage,1,F,employee,0,901.83,getting additional education
0,-2180.265186,43,secondary,1,married,0,F,employee,0,1047.41,Buying a house to rent
1,-7278.72548,42,secondary,1,married,0,F,employee,0,1696.46,purchase of real estate
0,-408.6973491,40,secondary,1,civil marriage,1,F,employee,0,1276.35,wedding
2,-3839.615908,41,secondary,1,married,0,M,employee,0,2022.6,dealing with a used car
0,-812.2408657,38,secondary,1,married,0,M,employee,0,1060.07,to buy your own car
0,-721.0766038,47,secondary,1,civil marriage,1,M,companion,0,1517.63,residential real estate construction
1,-441.8106806,37,SECONDARY,1,married,0,F,employee,0,1026.65,house purchase
0,356907.5024,66,elementary,3,civil marriage,1,F,retiree,0,1281.25,education
0,-11954.19068,50,higher,0,civil marriage,1,F,companion,0,4209.63,wedding
0,-2701.985633,31,HIGHER,0,married,0,F,employee,0,3471.18,real estate transactions
0,329001.9461,51,secondary,1,married,0,F,retiree,0,2206.96,private real estate development
0,-411.4849175,20,SECONDARY,1,civil marriage,1,M,companion,1,1560.55,house purchase
1,-3715.697183,38,secondary,1,civil marriage,1,M,civil servant,0,2538.58,for weddings
2,-891.1184548,33,secondary,1,married,0,F,employee,0,1717.06,car purchase
0,-560.3968176,25,higher,0,single,4,F,companion,0,1239.3,real estate transactions
1,395403.7195,50,secondary,1,married,0,M,retiree,0,2404.02,car
0,,56,higher,0,divorced,3,F,civil servant,0,,real estate construction
0,-975.6047737,39,secondary,1,civil marriage,1,F,employee,0,1826.13,motor vehicle deal
0,365139.3673,64,secondary,1,married,0,F,retiree,0,1091.09,house purchase
1,-2229.062546,40,higher,0,married,0,F,employee,0,4072.61,higher education
0,-6286.449603,41,HIGHER,0,divorced,3,M,employee,0,3482.54,higher education
0,-1459.24298,45,secondary,1,married,0,F,employee,0,1317.64,house buying for the family
1,-8519.356876,51,secondary,1,civil marriage,1,F,employee,0,768.87,higher education
0,-121.5545432,26,secondary,1,married,0,F,employee,0,1836.03,further education
0,-7899.99366,59,secondary,1,divorced,3,F,employee,0,3867.63,Buying a house to rent
2,-5101.359327,38,secondary,1,married,0,M,civil servant,0,1238.62,property transactions
0,369976.2214,59,elementary,3,civil marriage,1,M,retiree,0,478.44,money for the wedding
0,-370.8202118,30,higher,0,civil marriage,1,F,companion,1,1575.3,wedding
0,337731.6631,60,secondary,1,civil marriage,1,F,retiree,0,2109.61,wedding
1,-2192.155978,27,Secondary,1,married,0,M,employee,0,2321.39,education
0,-280.4918039,30,higher,0,single,4,F,companion,0,3709.65,real estate transactions
0,,60,secondary,1,civil marriage,1,F,retiree,0,,wedding
1,-1125.170065,35,secondary,1,civil marriage,1,M,employee,0,2783.05,car purchase
0,-798.9958747,26,secondary,1,single,4,F,employee,0,2279.27,housing
0,-3237.378764,47,Higher,0,civil marriage,1,F,companion,0,1939.18,wedding
2,-326.0805047,29,secondary,1,married,0,F,employee,0,2165.65,real estate construction
0,-879.4222733,27,higher,0,single,4,F,employee,0,1485.63,housing
2,-2790.3571,37,Higher,0,single,4,F,companion,0,2205.52,education
0,-3783.721169,46,secondary,1,civil marriage,1,F,employee,0,549.6,for weddings
0,,43,secondary,1,single,4,M,employee,0,,education
1,-8795.549101,48,higher,0,married,0,F,employee,0,2326.83,real estate
0,,21,secondary,1,single,4,M,employee,0,,commercial real estate transactions
1,,44,Higher,0,married,0,F,civil servant,0,,commercial real estate transactions
0,,44,higher,0,married,0,F,employee,0,,real estate
0,-1043.926201,29,higher,0,civil marriage,1,F,companion,1,1987.93,housing
0,-785.0690395,30,higher,0,single,4,F,employee,0,1939.15,house purchase
0,,57,secondary,1,divorced,3,F,retiree,0,,car purchase
2,-2428.819467,37,higher,0,married,0,F,companion,0,5018.38,motor vehicle deal
0,383365.154,56,secondary,1,married,0,F,retiree,0,2611.46,education
0,-932.5607856,23,HIGHER,0,single,4,M,employee,0,1376.32,Buying a house to rent
2,-6800.09375,45,secondary,1,married,0,F,companion,0,594.97,dealing with a used car
1,-1052.876127,40,secondary,1,married,0,F,employee,0,1789.57,car
0,373947.2982,64,secondary,1,married,0,M,retiree,0,1184.43,commercial real estate purchase
2,-2974.149098,48,incomplete higher,2,divorced,3,M,employee,0,2384.88,real estate
0,398380.254,62,secondary,1,civil marriage,1,F,retiree,0,1833.71,real estate construction
2,-934.5512592,32,secondary,1,married,0,F,civil servant,0,2640.3,car purchase
0,-305.4141487,57,higher,0,married,0,M,employee,0,1252.1,further education
0,-549.6910454,25,secondary,1,single,4,F,employee,0,1997.57,used car purchase
0,-9527.745328,62,secondary,1,married,0,F,employee,0,1510.17,getting additional education
0,-459.6734171,26,secondary,1,divorced,3,F,companion,0,1724.18,getting additional education
0,335272.7685,68,secondary,1,married,0,F,retiree,0,3372.52,higher education
0,346829.7837,61,secondary,1,divorced,3,F,retiree,0,2039.85,house renovation
0,-1370.393962,32,secondary,1,married,0,M,employee,0,1461.9,house renovation
0,-282.6403417,36,Higher,0,married,0,F,employee,0,1824.66,house purchase
0,-6283.06208,46,secondary,1,married,0,F,employee,1,1779.83,house buying for the family
1,-884.1774762,32,secondary,1,civil marriage,1,F,companion,0,1132.79,further education
1,-1171.322169,35,secondary,1,civil marriage,1,F,employee,0,2160.72,wedding
1,-884.7335762,34,secondary,1,married,0,M,companion,0,3385.57,purchase of real estate
0,344695.9861,68,secondary,1,widower/widow,2,F,retiree,0,1262.09,real estate transaction
0,330941.4622,61,secondary,1,civil marriage,1,F,retiree,0,1519.61,wedding
1,-2131.771406,34,higher,0,single,4,F,employee,0,2867.74,higher education
0,-5106.006811,56,secondary,1,married,0,M,employee,0,4636.79,house purchase
1,-4188.968785,39,secondary,1,married,0,M,employee,0,2030.06,house purchase
0,-1423.35218,33,secondary,1,married,0,F,employee,0,1186.49,house purchase
0,-2431.048136,46,secondary,1,married,0,M,companion,1,1461.2,specialized education
2,-2459.91517,35,secondary,1,married,0,F,civil servant,0,800.02,further education
4,-344.9264954,36,higher,0,divorced,3,F,civil servant,0,4131.65,car purchase
0,-344.559064,22,Secondary,1,civil marriage,1,F,employee,0,1252.67,wedding
1,,39,secondary,1,married,0,F,civil servant,0,,pursue higher education
2,,40,secondary,1,civil marriage,1,F,employee,0,,for weddings
1,-8619.24682,44,secondary,1,civil marriage,1,F,employee,0,1156.38,for weddings
0,-735.6382415,41,secondary,1,married,0,M,companion,0,1306.18,house buying for the family
1,-4407.68636,45,secondary,1,married,0,F,employee,0,1524.57,housing
0,-2786.419276,36,secondary,1,married,0,F,employee,0,1496.52,real estate transactions
0,364303.3306,62,secondary,1,widower/widow,2,F,retiree,0,2506.36,Buying a house to rent
0,337575.7654,44,secondary,1,single,4,M,retiree,0,1425.11,real estate purchase
1,-1131.928205,23,secondary,1,married,0,F,companion,0,842.73,education
1,-574.4562189,53,secondary,1,married,0,M,employee,0,3793.98,motor vehicle deal
0,-627.6697718,23,secondary,1,civil marriage,1,F,employee,0,2127.49,money for the wedding
1,379862.4724,61,secondary,1,married,0,F,retiree,0,2923.04,real estate
1,,44,secondary,1,married,0,F,companion,0,,real estate
0,,38,secondary,1,married,0,M,companion,0,,housing
0,,53,secondary,1,divorced,3,F,employee,0,,getting additional education
0,-4777.55716,68,Higher,0,married,0,F,employee,0,3250.5,commercial real estate transactions
0,342882.677,69,elementary,3,widower/widow,2,F,retiree,0,653.59,car
2,-4202.381103,33,higher,0,civil marriage,1,M,civil servant,0,2613.44,money for the wedding
0,336548.8628,64,secondary,1,single,4,F,retiree,0,1027.66,education
0,,23,secondary,1,single,4,M,employee,0,,real estate transaction
0,-1055.941874,46,higher,0,married,0,M,civil servant,0,5907.96,car purchase
2,-561.4755844,29,secondary,1,civil marriage,1,F,employee,0,881.38,wedding
1,-1567.681409,33,secondary,1,married,0,F,employee,0,1073.14,used car purchase
0,,57,secondary,1,civil marriage,1,M,retiree,0,,further education
0,-3858.207429,53,secondary,1,married,0,F,employee,0,2941.82,dealing with a used car
0,-1371.415505,52,secondary,1,civil marriage,1,F,employee,0,2276.43,for weddings
2,,35,secondary,1,married,0,M,employee,1,,commercial real estate purchase
0,,55,Higher,0,married,0,F,employee,0,,real estate transactions
0,-1320.557284,33,secondary,1,civil marriage,1,F,companion,0,3168.63,pursue higher education
0,347366.2648,57,secondary,1,civil marriage,1,F,retiree,0,1377.41,for weddings
0,349557.1637,55,secondary,1,married,0,F,retiree,0,1593.97,real estate transactions
0,-472.7152949,42,higher,0,single,4,M,employee,0,3218.72,real estate transactions
1,349264.1972,67,higher,0,single,4,F,retiree,0,1059.63,car
0,-3449.038183,36,incomplete higher,2,married,0,F,civil servant,0,1677.36,house buying for the family
1,398300.3625,62,secondary,1,civil marriage,1,F,retiree,0,2516.94,real estate transaction
0,-3042.08184,62,higher,0,civil marriage,1,M,companion,1,1847.39,for weddings
0,-568.4447976,40,secondary,1,civil marriage,1,M,employee,0,2238.53,cars
0,-1876.270086,31,higher,0,single,4,F,companion,0,2541.35,education
0,389359.46,66,secondary,1,widower/widow,2,F,retiree,0,872.8,house purchase
0,-1976.86293,40,secondary,1,single,4,F,employee,0,831.82,car
0,-3442.298864,38,secondary,1,single,4,M,companion,0,3190.29,higher education
2,-119.2647378,29,secondary,1,married,0,F,employee,0,1015.96,real estate transactions
3,,40,incomplete higher,2,married,0,F,employee,0,,own car
0,-7994.155485,49,secondary,1,married,0,M,employee,0,878.62,further education
0,-1053.704913,49,higher,0,single,4,F,companion,0,1967.99,real estate purchase
0,-2263.846551,46,higher,0,married,0,M,employee,0,7093,housing
2,-888.3718254,40,secondary,1,married,0,M,employee,1,1971.91,residential real estate construction
0,-2869.107543,47,secondary,1,married,0,F,employee,0,2861.16,real estate purchase
0,-2806.692831,33,SECONDARY,1,married,0,M,companion,1,1962.26,house purchase
1,-131.876565,40,secondary,1,civil marriage,1,M,employee,0,1848.09,for weddings
0,-1261.957025,46,secondary,1,married,0,F,employee,0,776.92,house purchase
2,-1748.001959,43,secondary,1,divorced,3,M,employee,0,1323.03,private real estate development
0,-1723.927886,51,Secondary,1,married,0,F,companion,0,1351.8,house renovation
0,,50,higher,0,divorced,3,M,companion,0,,pursue higher education
1,,48,higher,0,married,0,F,employee,0,,further education
0,-165.4828667,27,secondary,1,single,4,F,companion,0,2900.98,house purchase
0,385428.057,59,secondary,1,widower/widow,2,F,retiree,0,2393.63,higher education
0,,65,secondary,1,married,0,F,retiree,0,,real estate
1,-754.8324563,30,higher,0,married,0,M,employee,0,2138.26,house buying for the family
2,-424.959618,28,secondary,1,married,0,F,employee,1,1333.23,house purchase
1,-5516.074793,35,secondary,1,married,0,F,employee,0,2383.04,cars
0,374433.9067,62,elementary,3,single,4,F,retiree,0,826.89,house purchase
0,373193.3786,63,secondary,1,civil marriage,1,F,retiree,0,1940.49,for weddings
1,,40,Secondary,1,married,0,M,companion,0,,real estate purchase
2,-6260.556431,48,secondary,1,married,0,F,civil servant,0,4447.06,to buy your own car
2,-1011.267704,36,Higher,0,married,0,M,companion,0,1643.07,pursue higher education
2,-679.051647,34,HIGHER,0,civil marriage,1,M,companion,0,4282.64,for weddings
0,-3026.706578,44,Secondary,1,married,0,M,employee,0,3147.22,house renovation
1,-4342.20216,30,incomplete higher,2,civil marriage,1,F,employee,0,2008.59,real estate transactions
0,-3527.162375,49,secondary,1,civil marriage,1,F,civil servant,0,1480.49,money for the wedding
0,-2264.125299,37,Secondary,1,civil marriage,1,F,employee,0,2558.57,money for the wedding
0,-1295.933348,33,higher,0,single,4,F,civil servant,0,1912.9,commercial real estate purchase
0,331522.67,65,secondary,1,married,0,M,retiree,0,1130.52,own car
0,-1516.375426,23,secondary,1,civil marriage,1,M,employee,0,1187.82,wedding
0,,55,secondary,1,widower/widow,2,F,companion,0,,real estate purchase
0,377941.8284,59,secondary,1,married,0,F,retiree,0,1109.37,education
0,-2430.166702,45,secondary,1,civil marriage,1,M,companion,0,1664.75,money for the wedding
1,-1318.90401,30,secondary,1,married,0,M,civil servant,0,1304.79,house purchase
2,-5425.20192,45,secondary,1,married,0,F,employee,0,1237.65,commercial real estate transactions
0,-2371.620117,39,secondary,1,married,0,F,employee,0,1912.2,property transactions
0,,55,secondary,1,married,0,F,retiree,0,,education
0,346639.4139,67,secondary,1,widower/widow,2,F,retiree,0,725.87,specialized education
0,-115.8760356,19,secondary,1,single,4,F,companion,0,1649.59,commercial real estate transactions
3,-1870.971512,34,INCOMPLETE HIGHER,2,married,0,F,employee,0,2137.73,house renovation
0,386587.8009,54,secondary,1,married,0,F,retiree,0,842.2,real estate construction
4,-1673.371536,37,secondary,1,civil marriage,1,F,employee,0,1586.94,real estate
0,332519.7423,59,secondary,1,divorced,3,F,retiree,0,2867.23,education
0,-157.1752138,49,higher,0,single,4,F,companion,0,2499.35,education
0,-4600.120481,52,secondary,1,single,4,F,employee,0,1131.7,purchase of real estate
0,-2125.823855,47,secondary,1,civil marriage,1,M,employee,0,5041.95,dealing with a used car
1,-1005.465343,34,secondary,1,civil marriage,1,M,employee,0,2869.33,for weddings
0,-1727.072793,57,secondary,1,widower/widow,2,F,employee,0,2155.31,house purchase
0,-677.0077222,22,secondary,1,single,4,F,companion,1,1272.27,housing
1,-232.6301558,29,secondary,1,married,0,F,employee,0,1341.8,further education
0,-285.1750349,47,secondary,1,married,0,M,employee,0,2363.55,getting additional education
1,-7630.315267,43,secondary,1,married,0,M,employee,0,2465.31,car purchase
3,-3067.097358,27,secondary,1,civil marriage,1,F,employee,0,379.69,education
1,-2536.288211,45,HIGHER,0,married,0,F,companion,1,4337.64,education
0,-5730.569283,38,higher,0,married,0,M,employee,0,4274.78,house buying for the family
0,-1198.280914,43,higher,0,divorced,3,M,civil servant,0,2391.88,residential real estate construction
0,,46,secondary,1,married,0,F,employee,0,,Buying a house to rent
0,332152.6707,59,higher,0,married,0,F,retiree,1,2477.51,commercial real estate purchase
0,382369.1176,57,secondary,1,widower/widow,2,F,retiree,0,569.28,car
0,-945.3735905,49,higher,0,married,0,M,employee,0,1923.21,house purchase
0,373746.1862,57,secondary,1,widower/widow,2,F,retiree,0,637.44,house purchase
0,-783.3341559,51,higher,0,married,0,M,companion,0,2799.47,commercial real estate transactions
0,334100.0023,61,secondary,1,civil marriage,1,F,retiree,0,1095.66,for weddings
1,-576.5070602,44,secondary,1,married,0,M,employee,1,2432.24,higher education
0,-1265.408556,53,secondary,1,married,0,F,employee,0,1630.77,getting additional education
1,-327.014944,25,secondary,1,married,0,M,employee,0,2348.74,education
0,332207.7067,58,secondary,1,married,0,F,retiree,1,1822.48,own car
0,-241.9009289,36,SECONDARY,1,married,0,M,employee,0,2006.61,house renovation
0,-3828.034774,46,secondary,1,married,0,F,companion,0,2495.94,real estate construction
2,-1277.265112,37,incomplete higher,2,married,0,M,employee,0,3229.35,own car
0,-1308.144973,21,higher,0,civil marriage,1,F,companion,0,1011.03,housing
0,-2847.503085,44,higher,0,married,0,M,employee,0,2326.64,house buying for the family
1,-1164.233151,39,secondary,1,civil marriage,1,F,employee,0,2118.99,money for the wedding
0,374578.0653,55,secondary,1,civil marriage,1,F,retiree,0,1569.95,dealing with a used car
0,-394.3404702,48,secondary,1,civil marriage,1,M,employee,0,1690.84,for weddings
1,-1190.15984,48,secondary,1,widower/widow,2,F,employee,0,2932.42,real estate transaction
0,,59,secondary,1,single,4,F,employee,0,,real estate transactions
1,-3421.220659,33,Higher,0,married,0,F,companion,0,4875.8,residential real estate construction
0,-995.5496522,43,secondary,1,civil marriage,1,M,employee,1,1791.29,housing
1,-3285.726873,27,secondary,1,married,0,F,employee,0,3246.43,education
2,-926.3949951,35,higher,0,civil marriage,1,F,companion,0,1619.64,housing
1,,48,Higher,0,single,4,F,civil servant,0,,house renovation
